# condition,emotion,data,,,,,,
1,1,1.766387463,-1.340293646,-1.047455072,-12.81000042,-112.6299973,21.35000038,94
1,1,1.45522356,-2.176761627,-2.193258762,-47.88000107,-97.79000092,43.95999908,94
1,1,0.905753613,-3.104361534,-1.628265977,11.76000023,-77.76999664,42.63000107,94
1,1,0.684403419,-1.765642643,-2.030030966,-24.98999977,-95.83000183,31.85000038,94
1,1,0.233584404,-2.44812727,-2.914234638,-18.54999924,-57.33000183,28.77000046,94
1,1,0.049040794,-1.709648609,-2.153361797,19.04000092,-49.70000076,19.25,94
1,1,-0.01436615,-0.950410843,-0.928272367,-1.190000057,-21.84000015,18.27000046,94
1,1,-0.089977741,0.77682066,-1.506406903,34.58000183,-27.29999924,14.63000011,94
1,1,0.236213207,0.753540516,0.182711646,-8.75,10.14999962,41.29999924,94
1,1,-0.685845375,-0.83860445,-0.276881695,-4.96999979,-12.25,33.04000092,94
1,1,-0.401278496,0.489156723,0.295344293,32.61999893,-24.78000069,21.70000076,94
1,1,-0.879986286,-0.114037991,-0.370544374,-29.81999969,-35.34999847,27.51000023,94
1,1,-1.565405846,-1.155558109,-1.399048209,-22.46999931,-36.40000153,19.38999939,94
1,1,-1.795973778,-0.905303478,-3.050724983,44.59000015,-29.88999939,6.650000095,94
1,1,-2.78058815,0.537252903,-2.98805809,142.5200043,-1.539999962,-8.119999886,94
1,1,-0.543752193,1.656842232,0.708737612,154.1399994,25.27000046,-11.61999989,94
1,1,0.323044777,0.678454399,-0.675363183,50.75,42.97999954,-29.32999992,94
1,1,1.31702137,1.178297043,0.177556038,25.76000023,68.80999756,-30.03000069,94
1,1,0.3127985,1.375260353,0.681865692,-12.67000008,111.090004,-1.539999962,94
1,1,0.231096268,2.495702267,1.678733349,-95.55000305,144.0599976,60.40999985,94
1,1,-0.940707207,0.786750793,2.35180068,-151.4799957,159.1800079,155.1900024,94
1,1,-1.968119383,-3.1646595,2.172407866,-133.3500061,166.0399933,237.5099945,94
1,1,-2.476111412,-6.285587311,0.206519797,-107.7300034,177.3800049,240.6600037,94
1,1,-2.930361271,-4.894471169,-1.18050766,-94.22000122,215.25,203.9799957,94
